timestamp,symbol,strategy,side,entry,sl,tp,exit,pnl
1748865600000,BTCUSDT,momentum,SELL,104156.0,103608.42285714285,105068.62857142856,103608.42285714285,547.5771428571461
1748865600000,BTCUSDT,breakout,SELL,104156.0,103243.37142857144,105981.25714285714,103243.37142857144,912.6285714285623
1748869200000,BTCUSDT,momentum,SELL,103764.3,103208.50285714286,104690.62857142858,103208.50285714286,555.7971428571473
1748872800000,BTCUSDT,momentum,SELL,104129.6,103535.08571428573,105120.45714285715,103535.08571428573,594.5142857142782
1748872800000,BTCUSDT,breakout,SELL,104129.6,103138.74285714286,106111.31428571428,103138.74285714286,990.8571428571449
1748876400000,BTCUSDT,momentum,SELL,104396.8,103742.51714285715,105487.27142857143,103742.51714285715,654.2828571428545
1748880000000,BTCUSDT,momentum,SELL,104234.6,103548.62857142858,105377.88571428572,103548.62857142858,685.971428571429
1748883600000,BTCUSDT,momentum,SELL,104345.6,103655.56571428572,105495.65714285715,103655.56571428572,690.0342857142823
1748887200000,BTCUSDT,momentum,SELL,104308.8,103625.21142857143,105448.11428571428,103625.21142857143,683.5885714285687
1748890800000,BTCUSDT,momentum,SELL,104366.4,103661.57142857142,105541.11428571428,103661.57142857142,704.8285714285739
1748894400000,BTCUSDT,momentum,BUY,104829.2,104112.07142857142,106024.41428571429,106024.41428571429,1195.2142857142899
1748898000000,BTCUSDT,momentum,BUY,104886.1,104164.96,106088.0,106088.0,1201.8999999999942
1748901600000,BTCUSDT,momentum,BUY,105649.9,104905.67714285714,106890.27142857142,105134.4,-515.5
1748905200000,BTCUSDT,momentum,BUY,105814.3,105054.52857142857,107080.58571428571,105054.52857142857,-759.7714285714319
1748908800000,BTCUSDT,momentum,BUY,106231.9,105514.96857142856,107426.78571428571,105514.96857142856,-716.9314285714354
1748912400000,BTCUSDT,momentum,BUY,106442.6,105705.13142857143,107671.71428571429,105705.13142857143,-737.4685714285733
1748912400000,BTCUSDT,breakout,BUY,106442.6,105213.48571428572,108900.82857142857,105213.48571428572,-1229.114285714284
1748916000000,BTCUSDT,momentum,BUY,105553.9,104832.66571428571,106755.95714285714,105240.1,-313.79999999998836
1748919600000,BTCUSDT,momentum,BUY,105448.8,104680.99714285714,106728.47142857143,105259.0,-189.8000000000029
1748923200000,BTCUSDT,momentum,BUY,105134.9,104409.56857142856,106343.78571428571,105370.5,235.60000000000582
1748926800000,BTCUSDT,momentum,BUY,105407.9,104736.79142857142,106526.41428571427,106495.1,1087.2000000000116
1748930400000,BTCUSDT,momentum,BUY,105368.3,104731.15142857144,106430.21428571429,106430.21428571429,1061.914285714287
1748934000000,BTCUSDT,momentum,BUY,105134.4,104514.34285714285,106167.82857142856,106167.82857142856,1033.4285714285652
1748937600000,BTCUSDT,momentum,SELL,105040.0,104431.8742857143,106053.54285714285,104431.8742857143,608.1257142857066
1748941200000,BTCUSDT,momentum,SELL,105142.3,104548.90857142858,106131.28571428572,104548.90857142858,593.3914285714272
1748944800000,BTCUSDT,momentum,SELL,105231.3,104659.72285714286,106183.92857142858,104659.72285714286,571.5771428571461
1748948400000,BTCUSDT,momentum,SELL,105240.1,104701.54000000001,106137.70000000001,104701.54000000001,538.5599999999977
1748952000000,BTCUSDT,momentum,SELL,105259.0,104751.32285714286,106105.12857142858,104751.32285714286,507.67714285713737
1748955600000,BTCUSDT,momentum,SELL,105370.5,104919.5142857143,106122.14285714286,104919.5142857143,450.9857142857072
1748959200000,BTCUSDT,momentum,BUY,106495.1,106018.40000000001,107289.6,106018.40000000001,-476.6999999999971
1748962800000,BTCUSDT,momentum,BUY,106556.1,106001.82857142857,107479.88571428572,106001.82857142857,-554.2714285714319
1748962800000,BTCUSDT,breakout,BUY,106556.1,105632.3142857143,108403.67142857144,105632.3142857143,-923.7857142857101
1748966400000,BTCUSDT,momentum,BUY,105760.8,105197.10857142857,106700.28571428572,105524.8,-236.0
1748970000000,BTCUSDT,momentum,BUY,105890.0,105332.36,106819.40000000001,105332.36,-557.6399999999994
1748973600000,BTCUSDT,momentum,BUY,105959.9,105399.0457142857,106894.65714285715,105399.0457142857,-560.8542857142893
1748977200000,BTCUSDT,momentum,BUY,106171.8,105606.06857142856,107114.68571428572,105606.06857142856,-565.7314285714383
1748980800000,BTCUSDT,momentum,BUY,105692.1,105114.36857142857,106654.98571428572,105307.3,-384.8000000000029
1748984400000,BTCUSDT,momentum,BUY,105312.0,104678.57142857142,106367.71428571429,105249.8,-62.19999999999709
1748988000000,BTCUSDT,momentum,BUY,105686.5,105025.91714285714,106787.47142857143,105260.2,-426.3000000000029
1748991600000,BTCUSDT,momentum,BUY,105330.1,104651.73142857144,106460.71428571429,105391.8,61.69999999999709
1748995200000,BTCUSDT,momentum,SELL,105428.0,104728.67428571428,106593.54285714286,104728.67428571428,699.3257142857183
1748998800000,BTCUSDT,momentum,SELL,105524.8,104808.27142857143,106719.0142857143,104808.27142857143,716.528571428571
1749002400000,BTCUSDT,momentum,SELL,105432.3,104703.24,106647.40000000001,104703.24,729.0599999999977
1749006000000,BTCUSDT,momentum,SELL,105474.9,104728.20857142856,106719.38571428572,104728.20857142856,746.6914285714302
1749009600000,BTCUSDT,momentum,SELL,105369.3,104653.17428571428,106562.84285714287,104653.17428571428,716.1257142857212
1749013200000,BTCUSDT,momentum,SELL,105307.3,104707.62571428572,106306.75714285715,104707.62571428572,599.6742857142817
1749016800000,BTCUSDT,momentum,SELL,105249.8,104676.81714285714,106204.77142857143,104676.81714285714,572.9828571428661
1749020400000,BTCUSDT,momentum,SELL,105260.2,104748.34,106113.3,104748.34,511.8600000000006
1749024000000,BTCUSDT,momentum,SELL,105391.8,104896.98,106216.50000000001,104896.98,494.820000000007
1749027600000,BTCUSDT,momentum,BUY,105783.4,105303.14285714286,106583.82857142857,105303.14285714286,-480.2571428571391
1749031200000,BTCUSDT,momentum,BUY,105650.4,105155.97428571428,106474.44285714286,105155.97428571428,-494.42571428570955
1749034800000,BTCUSDT,momentum,BUY,105044.1,104596.30285714286,105790.42857142858,104596.30285714286,-447.79714285714726
1749038400000,BTCUSDT,momentum,SELL,104988.1,104530.16285714286,105751.32857142857,104530.16285714286,457.9371428571467
1749038400000,BTCUSDT,breakout,SELL,104988.1,104224.87142857144,106514.55714285716,104224.87142857144,763.2285714285681
1749042000000,BTCUSDT,momentum,SELL,104702.6,104261.01714285715,105438.57142857143,104261.01714285715,441.5828571428574
1749042000000,BTCUSDT,breakout,SELL,104702.6,103966.62857142858,106174.54285714286,103966.62857142858,735.971428571429
1749045600000,BTCUSDT,momentum,SELL,104968.9,104515.14571428571,105725.15714285713,104515.14571428571,453.75428571428347
1749045600000,BTCUSDT,breakout,SELL,104968.9,104212.64285714286,106481.41428571429,104212.64285714286,756.2571428571391
1749049200000,BTCUSDT,momentum,SELL,105254.7,104761.28571428571,106077.05714285714,104761.28571428571,493.41428571428696
1749052800000,BTCUSDT,momentum,BUY,105408.8,104888.8142857143,106275.44285714286,104888.8142857143,-519.9857142857072
1749056400000,BTCUSDT,momentum,BUY,105000.7,104485.27428571429,105859.74285714286,104951.2,-49.5
1749060000000,BTCUSDT,momentum,SELL,104905.8,104371.71428571429,105795.94285714286,104371.71428571429,534.085714285713
1749063600000,BTCUSDT,momentum,SELL,104870.4,104322.73714285714,105783.17142857143,104322.73714285714,547.6628571428591
1749067200000,BTCUSDT,momentum,SELL,104558.9,104008.72571428571,105475.85714285713,104008.72571428571,550.1742857142817
1749070800000,BTCUSDT,momentum,SELL,104866.3,104284.0942857143,105836.64285714286,104284.0942857143,582.2057142857084
1749074400000,BTCUSDT,momentum,SELL,104727.5,104119.78571428571,105740.35714285714,104119.78571428571,607.7142857142899
1749078000000,BTCUSDT,momentum,BUY,104641.8,104034.12000000001,105654.6,104630.0,-11.80000000000291
1749081600000,BTCUSDT,momentum,SELL,104939.0,104360.37714285715,105903.37142857142,104360.37714285715,578.622857142851
1749085200000,BTCUSDT,momentum,SELL,104732.9,104155.87999999999,105694.59999999999,104155.87999999999,577.0200000000041
1749088800000,BTCUSDT,momentum,SELL,104951.2,104393.70571428571,105880.35714285714,104393.70571428571,557.4942857142887
1749092400000,BTCUSDT,momentum,SELL,104991.4,104425.71999999999,105934.2,104425.71999999999,565.6800000000076
1749096000000,BTCUSDT,momentum,BUY,105134.5,104603.40571428572,106019.65714285715,104603.40571428572,-531.09428571428
1749099600000,BTCUSDT,momentum,BUY,104600.3,104127.44857142857,105388.38571428572,105388.38571428572,788.085714285713
1749103200000,BTCUSDT,momentum,BUY,104408.5,103937.76571428572,105193.05714285714,105193.05714285714,784.557142857142
1749106800000,BTCUSDT,momentum,SELL,104473.0,104006.72285714286,105250.12857142858,104006.72285714286,466.2771428571432
1749110400000,BTCUSDT,momentum,SELL,104630.0,104191.62285714285,105360.62857142858,104191.62285714285,438.377142857149
1749114000000,BTCUSDT,momentum,SELL,104854.9,104426.08,105569.59999999999,104426.08,428.81999999999243
1749117600000,BTCUSDT,momentum,SELL,104613.2,104180.42,105334.5,104180.42,432.77999999999884
1749121200000,BTCUSDT,momentum,SELL,104772.7,104354.77428571429,105469.24285714285,104354.77428571429,417.92571428570955
1749124800000,BTCUSDT,momentum,SELL,105600.7,105200.43142857142,106267.81428571428,105200.43142857142,400.26857142857625
1749128400000,BTCUSDT,momentum,BUY,104475.3,104014.12285714287,105243.92857142857,104014.12285714287,-461.17714285713737
1749128400000,BTCUSDT,breakout,BUY,104475.3,103706.67142857144,106012.55714285714,103706.67142857144,-768.6285714285623
1749132000000,BTCUSDT,momentum,SELL,104588.5,104009.52571428572,105553.45714285714,104009.52571428572,578.9742857142846
1749135600000,BTCUSDT,momentum,SELL,104490.5,103847.42857142858,105562.28571428571,103847.42857142858,643.0714285714203
1749139200000,BTCUSDT,momentum,BUY,103208.8,102559.86571428571,104290.35714285714,102559.86571428571,-648.934285714291
1749142800000,BTCUSDT,momentum,SELL,103201.0,102477.40000000001,104407.0,102477.40000000001,723.5999999999913
1749142800000,BTCUSDT,breakout,SELL,103201.0,101995.0,105612.99999999999,101995.0,1206.0
1749146400000,BTCUSDT,momentum,SELL,102949.9,102204.33142857143,104192.51428571428,102204.33142857143,745.5685714285646
1749150000000,BTCUSDT,momentum,SELL,101872.9,101076.81142857143,103199.71428571428,101076.81142857143,796.0885714285687
1749150000000,BTCUSDT,breakout,SELL,101872.9,100546.08571428571,104526.52857142856,100546.08571428571,1326.8142857142811
1749153600000,BTCUSDT,momentum,SELL,100428.8,99557.31714285715,101881.27142857143,99557.31714285715,871.4828571428516
1749153600000,BTCUSDT,breakout,SELL,100428.8,98976.32857142857,103333.74285714285,98976.32857142857,1452.471428571429
1749157200000,BTCUSDT,momentum,SELL,101488.2,100485.67714285714,103159.07142857142,100485.67714285714,1002.5228571428597
1749157200000,BTCUSDT,breakout,SELL,101488.2,99817.32857142857,104829.94285714284,99817.32857142857,1670.8714285714232
1749160800000,BTCUSDT,momentum,SELL,101448.4,100358.67142857143,103264.61428571427,100358.67142857143,1089.728571428568
1749164400000,BTCUSDT,momentum,SELL,101458.6,100333.21428571429,103334.24285714286,100333.21428571429,1125.385714285716
1749168000000,BTCUSDT,momentum,SELL,101842.0,100708.70285714287,103730.82857142856,100708.70285714287,1133.2971428571327
1749171600000,BTCUSDT,momentum,SELL,101796.8,100624.12571428572,103751.25714285714,100624.12571428572,1172.6742857142817
1749175200000,BTCUSDT,momentum,SELL,102148.1,100978.66571428573,104097.15714285715,100978.66571428573,1169.4342857142765
1749178800000,BTCUSDT,momentum,SELL,102444.9,101302.20857142856,104349.3857142857,101302.20857142856,1142.6914285714302
1749182400000,BTCUSDT,momentum,SELL,102726.4,101683.22285714286,104465.02857142856,101683.22285714286,1043.1771428571374
1749186000000,BTCUSDT,momentum,BUY,102899.2,101913.28857142857,104542.3857142857,104542.3857142857,1643.1857142857043
1749189600000,BTCUSDT,momentum,BUY,103116.4,102153.43428571428,104721.34285714285,104721.34285714285,1604.942857142858
1749193200000,BTCUSDT,momentum,BUY,103096.8,102220.1742857143,104557.84285714285,104557.84285714285,1461.0428571428492
1749196800000,BTCUSDT,momentum,BUY,103445.7,102572.00571428571,104901.85714285713,104901.85714285713,1456.1571428571333
1749200400000,BTCUSDT,momentum,BUY,103593.7,102748.89142857143,105001.71428571428,105001.71428571428,1408.0142857142782
1749204000000,BTCUSDT,momentum,BUY,103626.8,102886.64,104860.4,104860.4,1233.5999999999913
1749207600000,BTCUSDT,momentum,BUY,103866.0,103263.82285714286,104869.62857142858,104869.62857142858,1003.6285714285768
1749211200000,BTCUSDT,momentum,BUY,103702.3,103174.29142857144,104582.31428571428,104582.31428571428,880.0142857142782
1749214800000,BTCUSDT,momentum,BUY,104033.1,103492.74,104933.70000000001,104933.70000000001,900.6000000000058
1749218400000,BTCUSDT,momentum,BUY,104718.3,104141.66571428571,105679.35714285714,104240.0,-478.3000000000029
1749222000000,BTCUSDT,momentum,BUY,105035.4,104453.45999999999,106005.29999999999,104453.45999999999,-581.9400000000023
1749222000000,BTCUSDT,breakout,BUY,105035.4,104065.5,106975.2,104470.5,-564.8999999999942
1749225600000,BTCUSDT,momentum,BUY,104715.2,104093.99428571429,105750.54285714285,104386.5,-328.6999999999971
1749225600000,BTCUSDT,breakout,BUY,104715.2,103679.85714285714,106785.88571428572,104386.5,-328.6999999999971
1749229200000,BTCUSDT,momentum,BUY,104874.9,104262.58285714286,105895.42857142857,104262.58285714286,-612.3171428571368
1749232800000,BTCUSDT,momentum,BUY,104455.7,103835.90857142858,105488.6857142857,104822.4,366.6999999999971
1749236400000,BTCUSDT,momentum,BUY,104176.9,103550.05428571429,105221.64285714286,104765.0,588.1000000000058
1749240000000,BTCUSDT,momentum,BUY,104429.6,103780.49428571429,105511.44285714286,104823.5,393.8999999999942
1749243600000,BTCUSDT,momentum,BUY,104335.4,103677.29428571428,105432.24285714285,105272.2,936.8000000000029
1749247200000,BTCUSDT,momentum,BUY,104425.7,103785.96285714285,105491.92857142857,104813.6,387.90000000000873
1749250800000,BTCUSDT,momentum,BUY,104240.0,103617.09714285715,105278.17142857143,104692.3,452.3000000000029
1749254400000,BTCUSDT,momentum,SELL,104470.5,103845.88285714286,105511.52857142857,103845.88285714286,624.6171428571397
