timestamp,symbol,open,high,low,close,volume,ema,rsi,atr,bb_upper,bb_lower,market_state,strategy,signal,result
2024-01-05T15:00:00,BTC/USDC,43503.7,43812.3,43375.1,43478.1,224.887,43478.1,50.0,0.0,43478.1,43478.1,sideways,ReversalStrategy,,
2024-01-05T16:00:00,BTC/USDC,43478.1,43603.0,43228.5,43228.5,166.026,43228.5,50.0,0.0,43228.5,43228.5,trend,MomentumStrategy,,
2024-01-05T17:00:00,BTC/USDC,43228.5,43632.1,43125.1,43610.4,194.234,43610.4,50.0,0.0,43610.4,43610.4,sideways,ReversalStrategy,,
2024-01-05T18:00:00,BTC/USDC,43610.4,43680.5,43424.0,43609.2,85.487,43609.2,50.0,0.0,43609.2,43609.2,sideways,ReversalStrategy,,
2024-01-05T19:00:00,BTC/USDC,43620.2,43789.6,43534.1,43601.6,89.564,43601.6,50.0,0.0,43601.6,43601.6,sideways,ReversalStrategy,,
2024-01-05T20:00:00,BTC/USDC,43621.5,44260.4,43602.1,43962.9,220.72,43962.9,50.0,0.0,43962.9,43962.9,sideways,ReversalStrategy,,
2024-01-05T21:00:00,BTC/USDC,43966.7,43983.4,43606.7,43943.0,128.673,43943.0,50.0,0.0,43943.0,43943.0,sideways,ReversalStrategy,,
2024-01-05T22:00:00,BTC/USDC,43943.0,44051.9,43786.0,43966.7,65.167,43966.7,50.0,0.0,43966.7,43966.7,sideways,ReversalStrategy,,
2024-01-05T23:00:00,BTC/USDC,43979.4,44314.5,43979.4,44151.4,176.034,44151.4,50.0,0.0,44151.4,44151.4,sideways,ReversalStrategy,,
2024-01-06T00:00:00,BTC/USDC,44158.3,44222.3,43993.6,44097.1,63.782,44097.1,50.0,0.0,44097.1,44097.1,sideways,ReversalStrategy,,
2024-01-06T01:00:00,BTC/USDC,44079.5,44106.1,43938.5,43981.3,43.529,43981.3,50.0,0.0,43981.3,43981.3,sideways,ReversalStrategy,,
2024-01-06T02:00:00,BTC/USDC,43984.3,44023.5,43839.2,43927.9,28.231,43927.9,50.0,0.0,43927.9,43927.9,sideways,ReversalStrategy,,
2024-01-06T03:00:00,BTC/USDC,43921.6,44032.2,43839.2,43962.7,13.72,43962.7,50.0,0.0,43962.7,43962.7,sideways,ReversalStrategy,,
2024-01-06T04:00:00,BTC/USDC,43946.7,43990.1,43852.9,43865.8,7.986,43865.8,50.0,0.0,43865.8,43865.8,sideways,ReversalStrategy,,
2024-01-06T05:00:00,BTC/USDC,43874.3,43891.5,43609.1,43721.1,37.29,43721.1,50.0,0.0,43721.1,43721.1,sideways,ReversalStrategy,,
2024-01-06T06:00:00,BTC/USDC,43721.1,43721.1,43450.4,43487.0,28.709,43487.0,50.0,0.0,43487.0,43487.0,sideways,ReversalStrategy,,
2024-01-06T07:00:00,BTC/USDC,43479.1,43688.4,43417.8,43679.3,19.492,43679.3,50.0,0.0,43679.3,43679.3,sideways,ReversalStrategy,,
2024-01-06T08:00:00,BTC/USDC,43679.2,43747.4,43573.8,43709.2,8.086,43709.2,50.0,0.0,43709.2,43709.2,sideways,ReversalStrategy,,
2024-01-06T09:00:00,BTC/USDC,43715.0,43777.2,43650.1,43653.1,7.966,43653.1,50.0,0.0,43653.1,43653.1,sideways,ReversalStrategy,,
2024-01-06T10:00:00,BTC/USDC,43662.0,43771.1,43596.0,43700.2,21.502,43700.2,50.0,0.0,43700.2,43700.2,sideways,ReversalStrategy,,
2024-01-06T11:00:00,BTC/USDC,43700.1,43710.0,43629.3,43673.9,6.306,43673.9,50.0,0.0,43673.9,43673.9,sideways,ReversalStrategy,,
2024-01-06T12:00:00,BTC/USDC,43673.8,43750.3,43547.2,43616.8,16.063,43616.8,50.0,0.0,43616.8,43616.8,sideways,ReversalStrategy,,
2024-01-06T13:00:00,BTC/USDC,43614.7,43741.5,43555.6,43711.4,13.952,43711.4,50.0,0.0,43711.4,43711.4,sideways,ReversalStrategy,,
2024-01-06T14:00:00,BTC/USDC,43706.3,43911.6,43706.3,43823.4,21.059,43823.4,50.0,0.0,43823.4,43823.4,sideways,ReversalStrategy,,
2024-01-06T15:00:00,BTC/USDC,43830.2,43901.2,43802.1,43867.5,16.74,43867.5,50.0,0.0,43867.5,43867.5,sideways,ReversalStrategy,,
2024-01-06T16:00:00,BTC/USDC,43873.1,43972.3,43833.0,43890.7,19.08,43890.7,50.0,0.0,43890.7,43890.7,sideways,ReversalStrategy,,
2024-01-06T17:00:00,BTC/USDC,43874.6,44001.9,43848.1,43981.3,10.914,43981.3,50.0,0.0,43981.3,43981.3,sideways,ReversalStrategy,,
2024-01-06T18:00:00,BTC/USDC,43972.5,44142.0,43892.2,44007.8,26.713,44007.8,50.0,0.0,44007.8,44007.8,sideways,ReversalStrategy,,
2024-01-06T19:00:00,BTC/USDC,44007.9,44025.8,43842.2,43917.6,20.646,43917.6,50.0,0.0,43917.6,43917.6,sideways,ReversalStrategy,,
2024-01-06T20:00:00,BTC/USDC,43911.5,43972.3,43663.6,43831.7,31.949,43831.7,50.0,0.0,43831.7,43831.7,sideways,ReversalStrategy,,
2024-01-06T21:00:00,BTC/USDC,43839.0,43936.7,43746.4,43892.5,23.787,43892.5,50.0,0.0,43892.5,43892.5,sideways,ReversalStrategy,,
2024-01-06T22:00:00,BTC/USDC,43892.5,43934.7,43759.9,43883.0,15.342,43883.0,50.0,0.0,43883.0,43883.0,sideways,ReversalStrategy,,
2024-01-06T23:00:00,BTC/USDC,43881.9,43989.2,43741.7,43976.9,22.147,43976.9,50.0,0.0,43976.9,43976.9,sideways,ReversalStrategy,,
2024-01-07T00:00:00,BTC/USDC,43972.4,44249.2,43935.6,44138.9,48.042,44138.9,50.0,0.0,44138.9,44138.9,sideways,ReversalStrategy,,
2024-01-07T01:00:00,BTC/USDC,44139.0,44171.3,43972.5,43980.8,34.252,43980.8,50.0,0.0,43980.8,43980.8,sideways,ReversalStrategy,,
2024-01-07T02:00:00,BTC/USDC,43972.5,44097.1,43852.9,43935.3,34.58,43935.3,50.0,0.0,43935.3,43935.3,sideways,ReversalStrategy,,
2024-01-07T03:00:00,BTC/USDC,43935.3,44039.2,43910.5,43945.4,16.189,43945.4,50.0,0.0,43945.4,43945.4,sideways,ReversalStrategy,,
2024-01-07T04:00:00,BTC/USDC,43946.3,44039.7,43892.5,44001.3,13.29,44001.3,50.0,0.0,44001.3,44001.3,sideways,ReversalStrategy,,
2024-01-07T05:00:00,BTC/USDC,44008.0,44069.1,43856.1,43892.3,20.412,43892.3,50.0,0.0,43892.3,43892.3,sideways,ReversalStrategy,,
2024-01-07T06:00:00,BTC/USDC,43892.4,44088.2,43865.8,44027.6,26.302,44027.6,50.0,0.0,44027.6,44027.6,sideways,ReversalStrategy,,
2024-01-07T07:00:00,BTC/USDC,44027.5,44102.0,43993.0,44079.4,9.521,44079.4,50.0,0.0,44079.4,44079.4,sideways,ReversalStrategy,,
2024-01-07T08:00:00,BTC/USDC,44084.0,44168.7,44012.1,44017.0,23.254,44017.0,50.0,0.0,44017.0,44017.0,sideways,ReversalStrategy,,
2024-01-07T09:00:00,BTC/USDC,44025.0,44070.3,43887.7,43939.3,16.691,43939.3,50.0,0.0,43939.3,43939.3,sideways,ReversalStrategy,,
2024-01-07T10:00:00,BTC/USDC,43939.2,43997.3,43910.3,43964.2,11.913,43964.2,50.0,0.0,43964.2,43964.2,sideways,ReversalStrategy,,
2024-01-07T11:00:00,BTC/USDC,43972.4,44115.0,43959.8,44060.6,29.397,44060.6,50.0,0.0,44060.6,44060.6,sideways,ReversalStrategy,,
2024-01-07T12:00:00,BTC/USDC,44065.0,44141.8,43981.4,44088.4,21.47,44088.4,50.0,0.0,44088.4,44088.4,sideways,ReversalStrategy,,
2024-01-07T13:00:00,BTC/USDC,44096.1,44444.0,44088.3,44403.1,86.333,44403.1,50.0,0.0,44403.1,44403.1,sideways,ReversalStrategy,,
2024-01-07T14:00:00,BTC/USDC,44409.3,44482.6,44287.0,44407.8,39.83,44407.8,50.0,0.0,44407.8,44407.8,sideways,ReversalStrategy,,
2024-01-07T15:00:00,BTC/USDC,44410.5,44439.3,43962.3,44045.3,69.394,44045.3,50.0,0.0,44045.3,44045.3,sideways,ReversalStrategy,,
2024-01-07T16:00:00,BTC/USDC,44045.3,44180.0,43857.0,43927.9,51.007,43927.9,50.0,0.0,43927.9,43927.9,sideways,ReversalStrategy,,
2024-01-07T17:00:00,BTC/USDC,43927.9,44098.4,43724.3,44066.4,54.744,44066.4,50.0,0.0,44066.4,44066.4,sideways,ReversalStrategy,,
2024-01-07T18:00:00,BTC/USDC,44070.3,44177.5,44034.3,44115.0,12.118,44115.0,50.0,0.0,44115.0,44115.0,sideways,ReversalStrategy,,
2024-01-07T19:00:00,BTC/USDC,44098.4,44263.1,44043.2,44247.6,28.428,44247.6,50.0,0.0,44247.6,44247.6,sideways,ReversalStrategy,,
2024-01-07T20:00:00,BTC/USDC,44248.7,44263.4,44122.5,44122.5,15.401,44122.5,50.0,0.0,44122.5,44122.5,sideways,ReversalStrategy,,
2024-01-07T21:00:00,BTC/USDC,44120.0,44249.2,44111.3,44231.2,15.596,44231.2,50.0,0.0,44231.2,44231.2,sideways,ReversalStrategy,,
2024-01-07T22:00:00,BTC/USDC,44231.1,44231.1,43772.6,43865.8,73.405,43865.8,50.0,0.0,43865.8,43865.8,sideways,ReversalStrategy,,
2024-01-07T23:00:00,BTC/USDC,43865.8,44019.7,43614.9,43927.9,96.322,43927.9,50.0,0.0,43927.9,43927.9,sideways,ReversalStrategy,,
2024-01-08T00:00:00,BTC/USDC,43931.4,43981.2,43627.8,43639.3,91.084,43639.3,50.0,0.0,43639.3,43639.3,sideways,ReversalStrategy,,
2024-01-08T01:00:00,BTC/USDC,43639.4,43807.5,43611.6,43710.7,47.018,43710.7,50.0,0.0,43710.7,43710.7,sideways,ReversalStrategy,,
2024-01-08T02:00:00,BTC/USDC,43710.6,43801.5,43178.6,43368.8,103.007,43368.8,50.0,0.0,43368.8,43368.8,sideways,ReversalStrategy,,
2024-01-08T03:00:00,BTC/USDC,43371.2,43562.1,43224.0,43519.1,51.974,43519.1,50.0,0.0,43519.1,43519.1,sideways,ReversalStrategy,,
2024-01-08T04:00:00,BTC/USDC,43512.2,43608.9,43432.9,43608.9,51.215,43608.9,50.0,0.0,43608.9,43608.9,sideways,ReversalStrategy,,
2024-01-08T05:00:00,BTC/USDC,43597.2,43642.2,43480.4,43632.6,32.036,43632.6,50.0,0.0,43632.6,43632.6,sideways,ReversalStrategy,,
2024-01-08T06:00:00,BTC/USDC,43638.0,44309.5,43591.4,43914.1,131.383,43914.1,50.0,0.0,43914.1,43914.1,sideways,ReversalStrategy,,
2024-01-08T07:00:00,BTC/USDC,43910.2,44070.3,43786.0,43956.3,59.557,43956.3,50.0,0.0,43956.3,43956.3,sideways,ReversalStrategy,,
2024-01-08T08:00:00,BTC/USDC,43967.2,44089.3,43848.1,43872.4,35.901,43872.4,50.0,0.0,43872.4,43872.4,sideways,ReversalStrategy,,
2024-01-08T09:00:00,BTC/USDC,43865.8,43917.0,43648.9,43716.0,32.87,43716.0,50.0,0.0,43716.0,43716.0,sideways,ReversalStrategy,,
2024-01-08T10:00:00,BTC/USDC,43720.9,44123.9,43697.4,44088.3,55.473,44088.3,50.0,0.0,44088.3,44088.3,sideways,ReversalStrategy,,
2024-01-08T11:00:00,BTC/USDC,44084.3,44688.6,43954.8,44628.9,187.975,44628.9,50.0,0.0,44628.9,44628.9,sideways,ReversalStrategy,,
2024-01-08T12:00:00,BTC/USDC,44628.9,45182.6,44420.3,45110.1,368.901,45110.1,50.0,0.0,45110.1,45110.1,trend,MomentumStrategy,,
2024-01-08T13:00:00,BTC/USDC,45110.0,45177.2,44579.7,44926.1,176.64,44926.1,50.0,0.0,44926.1,44926.1,sideways,ReversalStrategy,,
2024-01-08T14:00:00,BTC/USDC,44933.4,45104.3,44764.1,44811.5,117.343,44811.5,50.0,0.0,44811.5,44811.5,sideways,ReversalStrategy,,
2024-01-08T15:00:00,BTC/USDC,44811.5,45295.7,44700.0,44977.8,235.715,44977.8,50.0,0.0,44977.8,44977.8,sideways,ReversalStrategy,,
2024-01-08T16:00:00,BTC/USDC,44977.9,45174.1,44811.6,44951.3,114.767,44951.3,50.0,0.0,44951.3,44951.3,sideways,ReversalStrategy,,
2024-01-08T17:00:00,BTC/USDC,44960.3,45687.3,44918.1,45660.6,220.506,45660.6,50.0,0.0,45660.6,45660.6,trend,MomentumStrategy,,
2024-01-08T18:00:00,BTC/USDC,45660.7,47013.0,45487.0,46988.3,811.345,46988.3,50.0,0.0,46988.3,46988.3,trend,MomentumStrategy,,
2024-01-08T19:00:00,BTC/USDC,46997.9,47285.1,46643.2,47018.5,387.91,47018.5,50.0,0.0,47018.5,47018.5,trend,MomentumStrategy,,
2024-01-08T20:00:00,BTC/USDC,47045.3,47180.4,46748.8,46804.3,145.68,46804.3,50.0,0.0,46804.3,46804.3,trend,MomentumStrategy,,
2024-01-08T21:00:00,BTC/USDC,46816.9,47224.8,46692.6,47110.9,128.461,47110.9,50.0,0.0,47110.9,47110.9,trend,MomentumStrategy,,
2024-01-08T22:00:00,BTC/USDC,47096.1,47147.7,46845.2,47026.8,71.9,47026.8,50.0,0.0,47026.8,47026.8,trend,MomentumStrategy,,
2024-01-08T23:00:00,BTC/USDC,47026.8,47128.9,46830.5,46983.2,74.383,46983.2,50.0,0.0,46983.2,46983.2,trend,MomentumStrategy,,
2024-01-09T00:00:00,BTC/USDC,46977.1,47173.9,46300.0,46698.4,225.428,46698.4,50.0,0.0,46698.4,46698.4,trend,MomentumStrategy,,
2024-01-09T01:00:00,BTC/USDC,46691.2,46808.9,46305.6,46557.5,119.203,46557.5,50.0,0.0,46557.5,46557.5,trend,MomentumStrategy,,
2024-01-09T02:00:00,BTC/USDC,46569.6,46800.1,46506.4,46795.5,65.729,46795.5,50.0,0.0,46795.5,46795.5,trend,MomentumStrategy,,
2024-01-09T03:00:00,BTC/USDC,46796.9,46979.9,46764.0,46945.9,83.408,46945.9,50.0,0.0,46945.9,46945.9,trend,MomentumStrategy,,
2024-01-09T04:00:00,BTC/USDC,46942.1,46949.1,46693.2,46813.3,51.376,46813.3,50.0,0.0,46813.3,46813.3,trend,MomentumStrategy,,
2024-01-09T05:00:00,BTC/USDC,46808.0,46863.8,46611.6,46723.5,39.598,46723.5,50.0,0.0,46723.5,46723.5,trend,MomentumStrategy,,
2024-01-09T06:00:00,BTC/USDC,46724.0,46842.3,46683.2,46805.5,56.19,46805.5,50.0,0.0,46805.5,46805.5,trend,MomentumStrategy,,
2024-01-09T07:00:00,BTC/USDC,46796.0,46938.5,46743.0,46830.2,43.085,46830.2,50.0,0.0,46830.2,46830.2,trend,MomentumStrategy,,
2024-01-09T08:00:00,BTC/USDC,46827.2,46884.9,46521.4,46546.6,47.985,46546.6,50.0,0.0,46546.6,46546.6,trend,MomentumStrategy,,
2024-01-09T09:00:00,BTC/USDC,46546.7,46687.9,46439.1,46496.0,92.744,46496.0,50.0,0.0,46496.0,46496.0,trend,MomentumStrategy,,
2024-01-09T10:00:00,BTC/USDC,46500.0,46690.3,46400.1,46453.0,56.032,46453.0,50.0,0.0,46453.0,46453.0,trend,MomentumStrategy,,
2024-01-09T11:00:00,BTC/USDC,46453.1,46643.2,46447.2,46632.0,56.054,46632.0,50.0,0.0,46632.0,46632.0,trend,MomentumStrategy,,
2024-01-09T12:00:00,BTC/USDC,46626.8,47001.4,45441.1,46159.2,334.081,46159.2,50.0,0.0,46159.2,46159.2,sideways,ReversalStrategy,,
2024-01-09T13:00:00,BTC/USDC,46169.6,47026.9,46085.1,46826.5,548.928,46826.5,50.0,0.0,46826.5,46826.5,sideways,ReversalStrategy,,
2024-01-09T14:00:00,BTC/USDC,46819.6,46991.8,46491.6,46548.9,189.747,46548.9,50.0,0.0,46548.9,46548.9,sideways,ReversalStrategy,,
2024-01-09T15:00:00,BTC/USDC,46533.7,47000.0,46422.2,46849.7,214.733,46849.7,50.0,0.0,46849.7,46849.7,sideways,ReversalStrategy,,
2024-01-09T16:00:00,BTC/USDC,46845.9,46949.9,46702.8,46881.7,95.138,46881.7,50.0,0.0,46881.7,46881.7,sideways,ReversalStrategy,,
2024-01-09T17:00:00,BTC/USDC,46882.8,46909.3,46618.0,46704.9,95.554,46704.9,50.0,0.0,46704.9,46704.9,sideways,ReversalStrategy,,
2024-01-09T18:00:00,BTC/USDC,46710.5,46713.6,46488.0,46627.4,75.598,46627.4,50.0,0.0,46627.4,46627.4,sideways,ReversalStrategy,,
2024-01-09T19:00:00,BTC/USDC,46624.5,46875.2,46562.1,46860.7,71.864,46860.7,50.0,0.0,46860.7,46860.7,sideways,ReversalStrategy,,
2024-01-09T20:00:00,BTC/USDC,46853.9,46904.3,46580.3,46622.1,59.098,46622.1,50.0,0.0,46622.1,46622.1,sideways,ReversalStrategy,,
2024-01-09T21:00:00,BTC/USDC,46627.1,47984.8,44676.0,45391.9,1827.927,45391.9,50.0,0.0,45391.9,45391.9,trend,MomentumStrategy,,
2024-01-09T22:00:00,BTC/USDC,45411.7,46268.1,45293.0,46254.3,458.326,46254.3,50.0,0.0,46254.3,46254.3,sideways,ReversalStrategy,,
2024-01-09T23:00:00,BTC/USDC,46249.6,46258.9,45935.0,46111.1,120.213,46111.1,50.0,0.0,46111.1,46111.1,sideways,ReversalStrategy,,
2024-01-10T00:00:00,BTC/USDC,46112.9,46233.9,45784.4,45864.7,203.727,45864.7,50.0,0.0,45864.7,45864.7,sideways,ReversalStrategy,,
2024-01-10T01:00:00,BTC/USDC,45865.1,45963.0,45614.0,45914.9,122.605,45914.9,50.0,0.0,45914.9,45914.9,sideways,ReversalStrategy,,
2024-01-10T02:00:00,BTC/USDC,45932.1,46091.6,45891.0,45978.4,63.472,45978.4,50.0,0.0,45978.4,45978.4,sideways,ReversalStrategy,,
2024-01-10T03:00:00,BTC/USDC,45986.9,46210.6,45933.1,46122.1,50.776,46122.1,50.0,0.0,46122.1,46122.1,sideways,ReversalStrategy,,
2024-01-10T04:00:00,BTC/USDC,46124.6,46189.2,45954.0,45955.8,61.2,45955.8,50.0,0.0,45955.8,45955.8,sideways,ReversalStrategy,,
2024-01-10T05:00:00,BTC/USDC,45977.1,46034.2,45896.1,45974.6,43.248,45974.6,50.0,0.0,45974.6,45974.6,sideways,ReversalStrategy,,
2024-01-10T06:00:00,BTC/USDC,45974.6,46060.0,45875.3,46009.3,32.463,46009.3,50.0,0.0,46009.3,46009.3,sideways,ReversalStrategy,,
2024-01-10T07:00:00,BTC/USDC,46015.7,46028.3,45748.0,45763.5,69.384,45763.5,50.0,0.0,45763.5,45763.5,sideways,ReversalStrategy,,
2024-01-10T08:00:00,BTC/USDC,45757.1,45862.7,45319.8,45331.6,176.327,45331.6,50.0,0.0,45331.6,45331.6,trend,MomentumStrategy,,
2024-01-10T09:00:00,BTC/USDC,45331.7,45711.4,45331.7,45657.5,137.267,45657.5,50.0,0.0,45657.5,45657.5,sideways,ReversalStrategy,,
2024-01-10T10:00:00,BTC/USDC,45657.6,45732.6,45528.5,45535.0,62.26,45535.0,50.0,0.0,45535.0,45535.0,trend,MomentumStrategy,,
2024-01-10T11:00:00,BTC/USDC,45535.0,45656.4,45000.0,45522.8,174.852,45522.8,50.0,0.0,45522.8,45522.8,trend,MomentumStrategy,,
2024-01-10T12:00:00,BTC/USDC,45515.7,45655.1,44398.3,44670.4,567.419,44670.4,50.0,0.0,44670.4,44670.4,trend,MomentumStrategy,,
2024-01-10T13:00:00,BTC/USDC,44674.0,45376.1,44287.9,45108.2,463.318,45108.2,50.0,0.0,45108.2,45108.2,trend,MomentumStrategy,,
2024-01-10T14:00:00,BTC/USDC,45109.1,45395.4,44819.0,44878.6,304.176,44878.6,50.0,0.0,44878.6,44878.6,trend,MomentumStrategy,,
2024-01-10T15:00:00,BTC/USDC,44867.2,45630.5,44787.6,45566.7,240.859,45566.7,50.0,0.0,45566.7,45566.7,trend,MomentumStrategy,,
2024-01-10T16:00:00,BTC/USDC,45550.0,45693.9,45181.7,45307.6,142.178,45307.6,50.0,0.0,45307.6,45307.6,sideways,ReversalStrategy,,
2024-01-10T17:00:00,BTC/USDC,45298.7,46457.3,45236.0,46410.8,179.171,46410.8,50.0,0.0,46410.8,46410.8,sideways,ReversalStrategy,,
2024-01-10T18:00:00,BTC/USDC,46402.5,46649.9,45935.6,46551.0,193.473,46551.0,50.0,0.0,46551.0,46551.0,sideways,ReversalStrategy,,
2024-01-10T19:00:00,BTC/USDC,46548.8,46724.1,46091.7,46493.0,225.495,46493.0,50.0,0.0,46493.0,46493.0,sideways,ReversalStrategy,,
2024-01-10T20:00:00,BTC/USDC,46495.3,46515.3,44928.0,46112.1,799.566,46112.1,50.0,0.0,46112.1,46112.1,sideways,ReversalStrategy,,
2024-01-10T21:00:00,BTC/USDC,46107.3,46370.7,45150.0,45944.7,426.814,45944.7,50.0,0.0,45944.7,45944.7,sideways,ReversalStrategy,,
2024-01-10T22:00:00,BTC/USDC,45943.0,46948.4,45757.1,46910.6,271.437,46910.6,50.0,0.0,46910.6,46910.6,sideways,ReversalStrategy,,
2024-01-10T23:00:00,BTC/USDC,46907.8,47699.9,46399.4,46644.8,888.945,46644.8,50.0,0.0,46644.8,46644.8,sideways,ReversalStrategy,,
2024-01-11T00:00:00,BTC/USDC,46651.7,46714.6,46303.0,46677.1,236.153,46677.1,50.0,0.0,46677.1,46677.1,sideways,ReversalStrategy,,
2024-01-11T01:00:00,BTC/USDC,46671.6,46753.7,46469.1,46512.2,143.813,46512.2,50.0,0.0,46512.2,46512.2,sideways,ReversalStrategy,,
2024-01-11T02:00:00,BTC/USDC,46506.3,46628.6,46498.3,46566.9,62.374,46566.9,50.0,0.0,46566.9,46566.9,sideways,ReversalStrategy,,
2024-01-11T03:00:00,BTC/USDC,46564.2,46601.0,46224.6,46497.0,159.276,46497.0,50.0,0.0,46497.0,46497.0,trend,MomentumStrategy,,
2024-01-11T04:00:00,BTC/USDC,46493.1,46504.9,46304.6,46395.7,63.112,46395.7,50.0,0.0,46395.7,46395.7,sideways,ReversalStrategy,,
2024-01-11T05:00:00,BTC/USDC,46395.8,46417.7,45864.5,46069.1,152.488,46069.1,50.0,0.0,46069.1,46069.1,sideways,ReversalStrategy,,
2024-01-11T06:00:00,BTC/USDC,46064.9,46090.9,45617.9,45895.1,170.723,45895.1,50.0,0.0,45895.1,45895.1,sideways,ReversalStrategy,,
2024-01-11T07:00:00,BTC/USDC,45895.0,46160.4,45871.1,46098.2,98.481,46098.2,50.0,0.0,46098.2,46098.2,trend,MomentumStrategy,,
2024-01-11T08:00:00,BTC/USDC,46080.1,46326.9,46044.5,46269.2,66.571,46269.2,50.0,0.0,46269.2,46269.2,trend,MomentumStrategy,,
2024-01-11T09:00:00,BTC/USDC,46269.3,46347.4,46200.6,46205.0,59.984,46205.0,50.0,0.0,46205.0,46205.0,trend,MomentumStrategy,,
2024-01-11T10:00:00,BTC/USDC,46206.9,46858.9,46198.1,46853.1,152.609,46853.1,50.0,0.0,46853.1,46853.1,trend,MomentumStrategy,,
2024-01-11T11:00:00,BTC/USDC,46858.9,47153.6,46706.3,47063.0,177.727,47063.0,50.0,0.0,47063.0,47063.0,trend,MomentumStrategy,,
2024-01-11T12:00:00,BTC/USDC,47068.3,47465.9,46949.7,47455.6,180.132,47455.6,50.0,0.0,47455.6,47455.6,trend,MomentumStrategy,,
2024-01-11T13:00:00,BTC/USDC,47453.0,47453.0,46816.5,47334.8,306.163,47334.8,50.0,0.0,47334.8,47334.8,sideways,ReversalStrategy,,
